client_id,amount,transaction_type,country,timestamp
C00001,101.85,payment,ES,2025-06-03 14:05:02
C00001,788.44,withdrawal,DE,2025-05-20 14:05:02
C00002,1823.23,transfer,FR,2025-05-29 14:05:02
C00002,70.88,transfer,FR,2025-05-30 14:05:02
C00001,875.29,deposit,DE,2025-05-18 14:05:02
C00001,1610.33,withdrawal,ES,2025-05-20 14:05:02
C00001,1141.36,deposit,DE,2025-05-28 14:05:02
C00001,353.42,transfer,ES,2025-06-15 14:05:02
C00002,1285.91,payment,DE,2025-06-06 14:05:02
C00002,103.03,transfer,FR,2025-05-30 14:05:02
C00001,159.17,transfer,ES,2025-06-05 14:05:02
C00906,1483.46,transfer,ES,2025-05-23 14:05:02
C00001,1970.57,deposit,IT,2025-05-20 14:05:02
C00002,1160.96,deposit,IT,2025-05-27 14:05:02
C00001,180.44,purchase,IT,2025-05-22 14:05:02
C00002,1792.54,withdrawal,IT,2025-05-20 14:05:02
C00002,1869.11,purchase,DE,2025-05-28 14:05:02
C00001,915.57,payment,DE,2025-05-31 14:05:02
C00001,58.34,deposit,FR,2025-06-12 14:05:02
C00457,320.36,payment,IT,2025-05-23 14:05:02
C00002,260.4,transfer,FR,2025-05-20 14:05:02
C00002,1179.83,purchase,DE,2025-05-27 14:05:02
C00423,750.46,deposit,IT,2025-06-02 14:05:02
C00001,881.2,transfer,DE,2025-05-31 14:05:02
C00002,1900.33,withdrawal,IT,2025-06-17 14:05:02
C00002,395.9,transfer,FR,2025-06-12 14:05:02
C00001,805.14,deposit,IT,2025-06-06 14:05:02
C00189,1911.35,transfer,DE,2025-06-01 14:05:02
C00002,159.9,payment,FR,2025-05-24 14:05:02
C00001,438.05,transfer,IT,2025-06-08 14:05:02
C00001,1864.44,payment,IT,2025-06-10 14:05:02
C00001,758.84,payment,FR,2025-06-09 14:05:02
C00001,140.67,payment,IT,2025-06-15 14:05:02
C00001,714.73,withdrawal,FR,2025-06-16 14:05:02
C00001,1755.78,payment,ES,2025-06-07 14:05:02
C00572,692.14,withdrawal,ES,2025-06-08 14:05:02
C00002,556.53,deposit,ES,2025-06-15 14:05:02
C00002,1776.33,deposit,DE,2025-06-10 14:05:02
C00001,877.01,deposit,FR,2025-06-09 14:05:02
C00002,784.15,transfer,DE,2025-06-16 14:05:02
C00786,773.79,purchase,FR,2025-06-10 14:05:02
C00001,593.63,payment,DE,2025-05-18 14:05:02
C00621,977.97,deposit,ES,2025-06-06 14:05:02
C00001,1022.62,deposit,IT,2025-06-10 14:05:02
C00001,475.0,transfer,FR,2025-05-20 14:05:02
C00002,1916.99,transfer,ES,2025-05-18 14:05:02
C00502,1484.89,purchase,ES,2025-05-29 14:05:02
C00001,1573.61,withdrawal,FR,2025-06-13 14:05:02
C00002,872.85,deposit,ES,2025-06-12 14:05:02
C00001,150.86,withdrawal,ES,2025-05-20 14:05:02
C00001,1177.39,purchase,DE,2025-06-05 14:05:02
C00001,1426.82,deposit,IT,2025-05-19 14:05:02
C00002,706.14,transfer,DE,2025-05-30 14:05:02
C00001,291.46,transfer,DE,2025-06-03 14:05:02
C00001,870.97,deposit,ES,2025-06-11 14:05:02
C00001,266.28,withdrawal,DE,2025-06-05 14:05:02
C00001,1313.32,deposit,FR,2025-05-30 14:05:02
C00002,984.77,deposit,FR,2025-06-03 14:05:02
C00002,837.97,purchase,IT,2025-06-09 14:05:02
C00001,598.42,withdrawal,FR,2025-06-07 14:05:02
C00001,440.2,purchase,ES,2025-05-25 14:05:02
C00001,216.24,deposit,DE,2025-05-21 14:05:02
C00002,1973.5,purchase,IT,2025-06-01 14:05:02
C00289,244.86,payment,FR,2025-05-30 14:05:02
C00001,1839.97,payment,FR,2025-06-10 14:05:02
C00254,434.02,withdrawal,DE,2025-06-11 14:05:02
C00001,388.8,purchase,ES,2025-06-17 14:05:02
C00001,1390.29,payment,IT,2025-06-12 14:05:02
C00002,906.5,payment,FR,2025-05-22 14:05:02
C00001,1867.9,purchase,DE,2025-06-11 14:05:02
C00001,1931.18,withdrawal,FR,2025-05-30 14:05:02
C00001,875.74,deposit,IT,2025-05-25 14:05:02
C00001,914.51,withdrawal,ES,2025-06-17 14:05:02
C00002,1211.83,purchase,ES,2025-06-11 14:05:02
C00002,243.21,transfer,ES,2025-05-28 14:05:02
C00001,1044.76,transfer,FR,2025-06-17 14:05:02
C00002,1389.87,transfer,DE,2025-06-02 14:05:02
C00001,1352.18,payment,FR,2025-05-31 14:05:02
C00001,1343.97,payment,IT,2025-06-13 14:05:02
C00001,223.59,purchase,ES,2025-05-26 14:05:02
C00752,230.78,purchase,ES,2025-06-12 14:05:02
C00002,637.38,payment,ES,2025-05-24 14:05:02
C00001,79.36,deposit,ES,2025-05-26 14:05:02
C00002,430.84,withdrawal,DE,2025-06-14 14:05:02
C00002,156.41,deposit,IT,2025-06-07 14:05:02
C00001,632.51,transfer,DE,2025-05-26 14:05:02
C00001,454.29,deposit,ES,2025-05-26 14:05:02
C00002,966.62,withdrawal,ES,2025-05-25 14:05:02
C00002,1937.45,transfer,ES,2025-05-29 14:05:02
C00002,1373.24,purchase,FR,2025-06-14 14:05:02
C00002,113.94,payment,IT,2025-05-31 14:05:02
C00001,1345.91,withdrawal,FR,2025-05-30 14:05:02
C00001,1514.73,deposit,IT,2025-06-17 14:05:02
C00002,1077.12,deposit,ES,2025-05-31 14:05:02
C00001,903.06,purchase,FR,2025-05-31 14:05:02
C00002,232.22,payment,DE,2025-05-28 14:05:02
C00002,1929.36,transfer,FR,2025-05-26 14:05:02
C00048,800.64,payment,ES,2025-06-08 14:05:02
C00001,359.92,withdrawal,DE,2025-06-14 14:05:02
C00363,755.45,payment,IT,2025-05-25 14:05:02
C00001,404.23,transfer,FR,2025-06-09 14:05:02
C00001,176.49,withdrawal,IT,2025-06-03 14:05:02
C00892,275.45,withdrawal,DE,2025-06-13 14:05:02
C00002,758.68,transfer,ES,2025-06-09 14:05:02
C00001,1191.78,transfer,FR,2025-06-15 14:05:02
C00002,1442.24,transfer,ES,2025-06-05 14:05:02
C00001,871.8,purchase,IT,2025-06-08 14:05:02
C00002,1414.23,payment,ES,2025-06-03 14:05:02
C00002,1674.04,deposit,FR,2025-05-26 14:05:02
C00495,422.81,transfer,FR,2025-05-29 14:05:02
C00002,768.47,purchase,FR,2025-06-13 14:05:02
C00001,1317.29,withdrawal,IT,2025-05-20 14:05:02
C00002,465.27,withdrawal,IT,2025-05-26 14:05:02
C00002,1490.26,transfer,IT,2025-06-04 14:05:02
C00001,787.82,transfer,IT,2025-05-31 14:05:02
C00815,794.41,withdrawal,ES,2025-06-01 14:05:02
C00627,854.04,payment,DE,2025-06-10 14:05:02
C00001,1733.33,deposit,DE,2025-06-08 14:05:02
C00001,644.51,transfer,ES,2025-06-07 14:05:02
C00001,235.9,deposit,ES,2025-06-09 14:05:02
C00197,985.63,deposit,ES,2025-05-21 14:05:02
C00002,52.16,deposit,IT,2025-06-17 14:05:02
C00157,1094.51,deposit,FR,2025-06-02 14:05:02
C00522,1122.93,deposit,ES,2025-06-04 14:05:02
C00227,42.44,transfer,DE,2025-06-13 14:05:02
C00001,1209.55,deposit,ES,2025-05-23 14:05:02
C00001,1156.62,payment,ES,2025-05-19 14:05:02
C00002,395.13,deposit,DE,2025-05-18 14:05:02
C00001,678.82,withdrawal,ES,2025-06-03 14:05:02
C00001,1443.45,deposit,ES,2025-06-05 14:05:02
C00020,526.83,payment,IT,2025-06-16 14:05:02
C00984,1145.13,transfer,ES,2025-05-26 14:05:02
C00001,1925.86,deposit,DE,2025-05-24 14:05:02
C00001,35.95,transfer,IT,2025-06-02 14:05:02
C00001,765.72,purchase,ES,2025-05-18 14:05:02
C00002,252.57,withdrawal,DE,2025-06-09 14:05:02
C00268,1145.32,deposit,ES,2025-05-18 14:05:02
C00001,1243.57,payment,DE,2025-06-07 14:05:02
C00002,190.5,purchase,FR,2025-06-13 14:05:02
C00001,1728.14,transfer,FR,2025-06-17 14:05:02
C00001,1513.81,withdrawal,ES,2025-05-30 14:05:02
C00001,1473.2,payment,ES,2025-05-26 14:05:02
C00001,905.09,transfer,IT,2025-06-11 14:05:02
C00002,849.15,transfer,IT,2025-05-27 14:05:02
C00001,775.29,deposit,IT,2025-05-27 14:05:02
C00002,590.93,purchase,FR,2025-05-26 14:05:02
C00001,672.53,withdrawal,ES,2025-06-14 14:05:02
C00001,1994.51,withdrawal,ES,2025-06-03 14:05:02
C00396,300.65,payment,IT,2025-05-20 14:05:02
C00002,1387.41,withdrawal,ES,2025-05-28 14:05:02
C00002,1840.67,purchase,IT,2025-06-03 14:05:02
C00001,573.97,transfer,DE,2025-05-27 14:05:02
C00001,566.05,deposit,DE,2025-06-11 14:05:02
C00002,1128.03,purchase,ES,2025-06-12 14:05:02
C00001,1380.07,purchase,IT,2025-05-29 14:05:02
C00002,1001.07,withdrawal,ES,2025-06-08 14:05:02
C00001,1556.75,deposit,DE,2025-05-24 14:05:02
C00002,1534.25,purchase,FR,2025-05-28 14:05:02
C00002,350.87,transfer,ES,2025-05-31 14:05:02
C00001,1117.6,payment,IT,2025-05-19 14:05:02
C00001,112.55,purchase,FR,2025-06-14 14:05:02
C00001,1667.33,payment,FR,2025-06-05 14:05:02
C00002,291.48,transfer,IT,2025-05-28 14:05:02
C00002,166.61,deposit,ES,2025-05-24 14:05:02
C00002,955.97,payment,FR,2025-05-18 14:05:02
C00001,1589.88,purchase,ES,2025-05-20 14:05:02
C00143,1050.94,deposit,FR,2025-05-30 14:05:02
C00001,401.73,purchase,FR,2025-05-19 14:05:02
C00002,1561.24,transfer,DE,2025-05-18 14:05:02
C00002,685.3,purchase,ES,2025-06-14 14:05:02
C00001,433.77,deposit,ES,2025-06-07 14:05:02
C00818,1000.16,purchase,FR,2025-05-18 14:05:02
C00002,457.68,payment,ES,2025-05-26 14:05:02
C00001,1294.75,purchase,FR,2025-05-25 14:05:02
C00001,1716.93,deposit,IT,2025-05-26 14:05:02
C00001,1048.64,transfer,IT,2025-05-25 14:05:02
C00002,975.86,deposit,ES,2025-05-23 14:05:02
C00002,1070.92,deposit,IT,2025-05-27 14:05:02
C00001,705.03,withdrawal,ES,2025-06-08 14:05:02
C00613,1337.92,withdrawal,IT,2025-06-03 14:05:02
C00001,760.97,transfer,FR,2025-05-25 14:05:02
C00002,1751.59,transfer,DE,2025-05-24 14:05:02
C00002,167.15,purchase,ES,2025-06-12 14:05:02
C00237,1940.67,withdrawal,ES,2025-06-15 14:05:02
C00001,73.42,deposit,DE,2025-05-18 14:05:02
C00001,80.15,deposit,DE,2025-05-21 14:05:02
C00409,1155.56,deposit,IT,2025-05-19 14:05:02
C00001,1088.07,purchase,IT,2025-06-17 14:05:02
C00001,122.35,deposit,FR,2025-05-21 14:05:02
C00002,1398.11,transfer,ES,2025-06-16 14:05:02
C00001,1368.82,transfer,FR,2025-06-03 14:05:02
C00001,1428.65,deposit,FR,2025-06-15 14:05:02
C00001,1493.14,transfer,ES,2025-05-20 14:05:02
C00001,612.53,deposit,IT,2025-05-28 14:05:02
C00002,1478.18,deposit,IT,2025-06-02 14:05:02
C00001,10.68,deposit,FR,2025-06-14 14:05:02
C00001,1521.69,deposit,DE,2025-06-09 14:05:02
C00123,122.78,payment,ES,2025-05-20 14:05:02
C00001,1842.1,purchase,DE,2025-06-13 14:05:02
C00002,325.37,withdrawal,DE,2025-06-14 14:05:02
C00001,836.65,payment,FR,2025-05-28 14:05:02
C00001,1668.79,purchase,IT,2025-05-21 14:05:02
C00002,1942.23,purchase,IT,2025-05-18 14:05:02
C00002,1160.26,transfer,FR,2025-05-22 14:05:02
C00001,1571.03,transfer,ES,2025-06-10 14:05:02
C00001,1947.93,deposit,ES,2025-05-19 14:05:02
C00001,1306.08,transfer,IT,2025-06-17 14:05:02
C00340,1767.34,transfer,DE,2025-05-27 14:05:02
C00001,395.31,purchase,ES,2025-06-14 14:05:02
C00002,1255.34,payment,DE,2025-05-27 14:05:02
C00001,1230.33,purchase,ES,2025-05-22 14:05:02
C00001,458.14,withdrawal,ES,2025-05-27 14:05:02
C00001,564.49,transfer,DE,2025-06-07 14:05:02
C00001,1190.25,transfer,FR,2025-05-20 14:05:02
C00002,568.78,deposit,ES,2025-05-29 14:05:02
C00002,1979.15,deposit,FR,2025-05-23 14:05:02
C00001,1250.25,deposit,FR,2025-06-07 14:05:02
C00001,1504.06,payment,FR,2025-06-06 14:05:02
C00199,1726.29,purchase,DE,2025-06-04 14:05:02
C00002,1188.84,transfer,ES,2025-05-25 14:05:02
C00621,1029.36,withdrawal,ES,2025-05-21 14:05:02
C00001,203.72,payment,ES,2025-05-24 14:05:02
C00001,1191.78,withdrawal,IT,2025-06-02 14:05:02
C00002,1585.92,payment,DE,2025-06-17 14:05:02
C00001,1780.9,deposit,DE,2025-05-29 14:05:02
C00002,444.88,purchase,FR,2025-05-18 14:05:02
C00002,379.27,withdrawal,IT,2025-06-15 14:05:02
C00002,1904.92,payment,ES,2025-06-16 14:05:02
C00002,1492.11,deposit,FR,2025-05-29 14:05:02
C00001,31.63,transfer,ES,2025-06-01 14:05:02
C00002,1179.7,transfer,DE,2025-06-09 14:05:02
C00002,448.9,transfer,DE,2025-06-08 14:05:02
C00001,1993.93,deposit,ES,2025-05-23 14:05:02
C00001,609.02,withdrawal,DE,2025-05-25 14:05:02
C00110,1992.72,payment,ES,2025-06-13 14:05:02
C00001,1300.03,payment,ES,2025-05-19 14:05:02
C00001,567.84,withdrawal,IT,2025-06-01 14:05:02
C00001,1692.57,deposit,ES,2025-06-15 14:05:02
C00002,1656.96,deposit,DE,2025-06-07 14:05:02
C00001,712.31,purchase,FR,2025-05-25 14:05:02
C00002,129.0,purchase,ES,2025-06-11 14:05:02
C00002,1605.69,transfer,FR,2025-06-12 14:05:02
C00002,106.22,withdrawal,ES,2025-06-06 14:05:02
C00935,1742.88,payment,IT,2025-06-05 14:05:02
C00001,585.08,withdrawal,FR,2025-06-08 14:05:02
C00001,704.7,payment,ES,2025-05-27 14:05:02
C00001,128.66,withdrawal,IT,2025-06-12 14:05:02
C00001,1059.74,payment,IT,2025-05-20 14:05:02
C00001,1909.17,transfer,FR,2025-06-13 14:05:02
C00002,900.61,deposit,IT,2025-05-25 14:05:02
C00002,175.29,purchase,DE,2025-05-19 14:05:02
C00001,1214.37,payment,FR,2025-06-06 14:05:02
C00002,1294.24,payment,ES,2025-06-08 14:05:02
C00395,1314.54,deposit,ES,2025-05-27 14:05:02
C00001,252.43,transfer,FR,2025-06-05 14:05:02
C00002,666.62,payment,DE,2025-06-13 14:05:02
C00001,848.63,transfer,ES,2025-05-20 14:05:02
C00001,189.43,payment,DE,2025-06-17 14:05:02
C00002,557.93,transfer,DE,2025-05-31 14:05:02
C00990,787.35,withdrawal,IT,2025-06-06 14:05:02
C00002,676.76,transfer,ES,2025-05-25 14:05:02
C00820,234.22,transfer,DE,2025-05-29 14:05:02
C00001,783.49,withdrawal,FR,2025-06-10 14:05:02
C00472,140.34,payment,IT,2025-06-13 14:05:02
C00001,49.77,purchase,ES,2025-06-08 14:05:02
C00001,1733.89,payment,FR,2025-06-10 14:05:02
C00001,839.42,purchase,FR,2025-06-11 14:05:02
C00001,1030.66,transfer,IT,2025-06-15 14:05:02
C00001,719.74,payment,FR,2025-05-24 14:05:02
C00002,467.47,transfer,FR,2025-06-09 14:05:02
C00001,957.09,deposit,IT,2025-06-10 14:05:02
C00001,195.81,withdrawal,DE,2025-05-29 14:05:02
C00001,1103.52,withdrawal,FR,2025-06-01 14:05:02
C00002,400.34,deposit,IT,2025-05-27 14:05:02
C00002,1337.96,transfer,FR,2025-05-18 14:05:02
C00001,1498.85,transfer,DE,2025-06-10 14:05:02
C00002,911.34,withdrawal,ES,2025-05-25 14:05:02
C00002,1698.24,deposit,IT,2025-06-13 14:05:02
C00002,888.49,withdrawal,ES,2025-06-17 14:05:02
C00001,547.44,purchase,FR,2025-06-13 14:05:02
C00505,1116.0,payment,ES,2025-05-24 14:05:02
C00002,772.64,deposit,IT,2025-05-29 14:05:02
C00002,1705.69,transfer,ES,2025-06-09 14:05:02
C00001,1438.68,withdrawal,IT,2025-05-21 14:05:02
C00002,1459.05,withdrawal,DE,2025-05-30 14:05:02
C00001,335.28,deposit,FR,2025-05-25 14:05:02
C00120,323.31,purchase,FR,2025-06-11 14:05:02
C00765,906.16,withdrawal,FR,2025-06-16 14:05:02
C00001,513.56,purchase,DE,2025-05-18 14:05:02
C00002,1866.55,transfer,IT,2025-06-15 14:05:02
C00002,1664.47,purchase,FR,2025-06-16 14:05:02
C00002,1875.72,deposit,ES,2025-05-24 14:05:02
C00001,799.52,transfer,FR,2025-05-22 14:05:02
C00001,1689.11,purchase,ES,2025-05-22 14:05:02
C00001,1645.11,withdrawal,DE,2025-05-19 14:05:02
C00001,1549.41,withdrawal,FR,2025-05-28 14:05:02
C00001,1346.0,withdrawal,IT,2025-05-21 14:05:02
C00001,1460.68,purchase,FR,2025-05-31 14:05:02
C00729,1368.48,purchase,DE,2025-06-01 14:05:02
C00002,1038.3,deposit,FR,2025-06-09 14:05:02
C00002,1114.84,deposit,FR,2025-06-08 14:05:02
C00001,648.44,withdrawal,IT,2025-06-08 14:05:02
C00002,101.35,deposit,FR,2025-06-16 14:05:02
C00002,1786.89,deposit,IT,2025-05-28 14:05:02
C00002,444.43,transfer,FR,2025-06-16 14:05:02
C00002,795.38,transfer,FR,2025-06-07 14:05:02
C00001,547.72,payment,FR,2025-05-23 14:05:02
